file	formula	svnrevision
1001739	- Ca0.3 Mn Nd0.7 O3 -	176435
1001740	- Fe2 Hg0.3 O9 Pr0.57 Sr4 -	176435
1001742	- K Mg5 Na O30 Si12 -	130149
1001745	- Na Nb3 O8 -	176729
1001749	- Ca0.2 Cr0.15 Cu2.85 O8 Pb1.75 Sr2 Y -	176435
1001750	- Cd Mo0.5 O4 W0.5 -	176435
1001751	- Cd O4 W -	130149
1001752	- Fe2 Hg0.4325 O9 Pb0.4325 Sr4 -	176435
1001753	- Cd0.395 Fe2 O9 Pb0.395 Sr4 -	176435
1001755	- Ba2 Ce0.15 Cu Hg0.85 O4.15 -	176435
1001757	- Fe2 O8 Pb0.5 Sr3 Tl0.5 -	176429
1001758	- Fe2 O8 Pb0.5 Sr3 Tl0.5 -	176429
1001761	- Cr Cu4 O19.9 Sr8 Tl3 -	130149
1001764	- Ba2 Cu1.16 Hg0.84 O4.19 -	176435
1001765	- Mn Nd0.5 O3 Sr0.5 -	176435
1001771	- Al O8 Rb Si3 -	130149
1001772	- Ba O5 Si2 -	130149
1001773	- Ba O9 Si3 Sn -	130149
1001775	- O3 Sn Ta -	130149
1001776	- O7 Ta2 U -	176729
1001777	- O7 Ta2 U2 -	176729
1001790	- Ba2 Ca0.424 Cu2 O7 Pr0.576 Tl -	176435
1001791	- Ba Ca0.432 Cu2 O6.98 Pr0.568 Sr Tl0.964 -	176435
1001792	- Ca0.48 Cu2 O6.96 Pr0.52 Sr2 Tl0.94 -	176435
1001794	- Ba1.95 Ca Cu2 Hg0.69 O7 Sr0.05 V0.31 -	176435
1001795	- Ba1.7 Ca Cu2 Hg0.67 O7 Sr0.3 V0.33 -	176435
1001796	- Ba1.59 Ca0.9 Cu2 Hg0.69 O7 Sr0.51 V0.31 -	176435
1001797	- Ba1.33 Ca0.87 Cu2 Hg0.69 O7 Sr0.8 V0.31 -	176435
1001798	- Ba1.13 Ca0.8 Cu2 Hg0.69 O7 Sr1.07 V0.31 -	176435
1001799	- Cd O4 W -	130149
1001800	- Cd Mo O4 -	176729
1001801	- Cd Mo0.25 O4 W0.75 -	176435
1001802	- Cd Mo0.75 O4 W0.25 -	176435
1001803	- Ba3 Cu3 O19 Sr5 Tl5 -	130149
1001810	- Ba6.3 Mn24 O48 -	130149
1001812	- Ba Fe2 Hg0.467 O8.75 Sr2 Tl1.402 -	176435
1001819	- Ba Cu Hg0.67 O4.66 Sr V0.33 -	200133
1001820	- La0.9125 Mn O3 -	200124
1001822	- B0.8 Mn3.2 O10 Sr4 -	176435
1001823	- La2 Mg O6 Pt -	130149
1001824	- La2 Ni O6 Pt -	130149
1001825	- La2 O6 Pt Zn -	130149
1001826	- Co La2 O6 Pt -	130149
1001827	- Co O6 Pr2 Pt -	130149
1001828	- Co Nd2 O6 Pt -	130149
1001829	- Ba2 Cu2.94 Fe0.06 O6.36 Y -	176435
1001830	- Ba2 Cu2.88 Fe0.12 O6.26 Y -	176435
1001831	- Ba2 Cu2.64 Fe0.36 O6.41 Y -	176435
1001832	- Ba2 Cu2.52 Fe0.48 O6.46 Y -	176435
1001836	- In0.3 O3 W -	176435
1001838	- O5 Si Y2 -	130149
1001839	- O7 Sn2 Ta2 -	176729
1001840	- O7 Sn2 Ta2 -	176729
1001841	- La3 O8 Re -	120071
1001842	- K4 Nb6 O17 -	130149
1001847	- O18 Ta6 Ti Tl2 -	130149
1001848	- O18 Ta6 Ti Tl2 -	130149
1001849	- Nb6 O18 Ti Tl2 -	130149
1001850	- Nb6 O18 Ti Tl2 -	130149
1001854	- Ba Cu5 La4 O13.4 -	130149
1001860	- K3 Nb8 O21 -	130149
1001861	- Ca0.75 K6.5 Nb14 O47 Si4 -	176435
1004018	- Cu O4 Tm2 -	189900
1004020	- Ca O3 Sn -	176729
1004021	- Mn O3 Sn -	176729
1004022	- Ca O3 Sn -	176729
1004023	- Cr2 K La O8 -	130149
1004046	- Ba2 Fe6 O11 -	130149
1004047	- La3 O10 Os2 -	130149
1004049	- La3.5 O13 Ru4 -	130149
1004057	- O3 W -	130149
1004061	- La4 O19 Ru6 -	130149
1004062	- La4 O19 Os6 -	130149
1004063	- La3 O11 Ru3 -	176729
1004066	- Ir3 La3 O11 -	176729
1004067	- Nd O4 Os -	130149
1004068	- Nd4 O19 Os6 -	130149
1004080	- K2 O16 Ru8 -	130149
1004084	- O4 Pb2 Pt -	130149
1004089	- O6 Rb W1.6 -	176729
1004090	- Cs O6 W1.6 -	176729
1004107	- O11 U2 V2 -	130149
1004109	- Ni3 O9 Sr4 -	130149
7205917	- O3 Y2 -	180390
1004114	- Ag2 O12 U2 V2 -	130149
1004115	- O11 Pb V6 -	130149
1004116	- Ba2 O9 V3 -	130149
1004119	- O16 Pb1.32 V8.35 -	130149
1004123	- Fe1.75 O11 Pb V4.25 -	130149
1004124	- B3 O5 Tl -	130149
1004132	- O4 Pb Pt2 -	130149
1004145	- O10 Ru3 Sr2 -	130149
1004146	- O12 Ru3.05 Sr4 -	130149
1004147	- O5 Pb0.3 V2 -	176435
1004148	- O5 Pb0.304 V2 -	176435
1004149	- Cs O11 U V3 -	208739
1004150	- Nb27.2 O72 Tl8 -	130149
1004151	- B5 O8 Tl -	130149
1005000	- Mo2 O12 Y5 -	130149
1005018	- Al0.67 La3 Mo4.33 O14 -	176435
1005043	- La2 Mo2 O7 -	130149
1005059	- Mo2 O12 Y5 -	130149
1006000	- Fe12 O19 Sr -	130149
1006001	- Ba2 Cu3 O7 Pr -	130149
1006002	- Al2.18 Ba Fe9.82 O19 -	130149
1006003	- Al4.05 Ba Fe7.95 O19 -	130149
1006004	- Al6.36 Ba Fe5.64 O19 -	130149
1006005	- Al8.56 Ba Fe3.44 O19 -	130149
1006006	- Al9.86 Ba Fe2.14 O19 -	130149
1006007	- Ba2 Cu3 O7.1 Pr -	130149
1006008	- Ba2 Cu3 O6.9 Pr -	130149
1006009	- Cr7.87 Ga4.13 O19 Sr -	130149
1006010	- Ni O4 Pr2 -	130149
1006011	- Nd2 Ni O4 -	130149
1006013	- Ce0.15 Cu Nd1.85 O4 -	176435
1006014	- Ce0.05 Cu Nd1.95 O4 -	176435
1006015	- Ce0.05 Cu Nd1.95 O4 -	176435
1006016	- Ce0.1 Cu Nd1.9 O4 -	176435
1006017	- Ce0.1 Cu Nd1.9 O4 -	176435
1006018	- Ce0.15 Cu Nd1.85 O4 -	176435
1006019	- Ce0.2 Cu Nd1.8 O4 -	176435
1006020	- Ce0.2 Cu Nd1.8 O4 -	176435
1006021	- Ce0.3 Cu Nd1.7 O4 -	176435
1006022	- Ce0.3 Cu Nd1.7 O4 -	176435
1006023	- Ca3 Fe2 O8 Ti -	130149
1006024	- Ca3 Fe1.8 Mn1.2 O8 -	130149
1006025	- Nd2 Ni O4 -	130149
1006026	- Nd2 Ni O4 -	130149
1006027	- Nd2 Ni O4 -	176729
1006032	- Cu2.2 Ni0.8 O8 Pb2 Sr2 Y -	200133
1006033	- Cu2.2 Ni0.8 O8 Pb2 Sr2 Y -	200133
1006034	- Ba Er2 Ni O5 -	130149
1006035	- Ba Er2 Ni O5 -	130149
1006036	- Ba Ni O5 Tm2 -	130149
1006037	- Ba Ni O5 Tm2 -	130149
1006038	- Ba Ni O5 Yb2 -	130149
1006042	- La2 Ni O4 -	130149
1006043	- La2 Ni O4 -	176729
1006044	- La2 Ni O4 -	130149
1006045	- La2 Ni O4 -	130149
1006047	- La2 Ni O4.15 -	120071
1006048	- La2 Ni O4.1 -	120071
1006051	- Ba Cu Dy2 O5 -	130149
1006052	- Ba Cu Ho2 O5 -	130149
1006053	- Ba Cu O5 Y2 -	130149
1006054	- Ba Cu Er2 O5 -	130149
1006055	- Ba Cu O5 Tm2 -	130149
1006056	- Ba Cu O5 Yb2 -	130149
1006057	- Ba Cu Lu2 O5 -	130149
1006058	- Ni O4 Pr2 -	176729
1006059	- Ba Ni O5 Tm2 -	130149
1006060	- Ba Ni O5 Yb2 -	130149
1006061	- Ba Ni O5 Tm2 -	130149
1006062	- Ba Ni O5 Yb2 -	130149
1006063	- Fe1.6 Mg1.55 O4 -	176729
1006064	- Ba Ho2 Ni O5 -	130149
1006065	- Ba Co4.1 Fe3.84 O19 Ti4.06 -	130149
1006066	- Ba Co6.01 O19 Ti5.99 -	130149
1006067	- La1.2 O4 U0.8 -	176435
1006068	- Ba Ca0.22 Er1.78 Ni O5 -	176435
1006069	- Ba Ca0.36 Er1.64 Ni O5 -	176435
1006070	- Ba Ca0.19 Er1.81 Ni O4.76 -	176435
1006071	- Ba Ca0.34 Er1.66 Ni O4.58 -	176435
1006072	- Cu Li2 O2 -	130149
1006073	- Cu Li2 O2 -	130149
1006074	- Ba2 Cu2 La2 O11 Ti2 -	130149
1006075	- Ba2 Cu2 Nd2 O11 Ti2 -	130149
1006076	- Ba2 Ca1.856 Cu3.276 O10 Tl1.864 -	130149
1006083	- Cu2 Ho2 O5 -	130149
1006084	- Cu2 O5 Y2 -	130149
1006085	- Cu2 Er2 O5 -	130149
1006086	- Cu2 O5 Tm2 -	130149
1006087	- Cu2 O5 Yb2 -	130149
1006088	- Cu Nb2 O6 -	130149
1006089	- Cu0.36 Nb2 O6 Zn0.64 -	176435
1006090	- Cu Nb2 O6 -	130149
1006091	- Cu0.85 Nb2 O6 Zn0.15 -	176435
1006097	- Cu La2 O6 Ti -	130149
1006107	- Ca Cu2 La2 O6.037 -	130149
1006108	- Ca Cu2 La2 O6.037 -	130149
1006109	- Ba0.15 Ca Cu2 La1.85 O6 -	176435
1006110	- Ba0.15 Ca Cu2 La1.85 O6 -	176435
1006113	- Ni O4.18 Pr2 -	176729
1006114	- Ni O4.2 Pr2 -	176729
1006115	- Ni O4.216 Pr2 -	176729
1006116	- Fe1.7 Ni1.43 O4 -	176729
1006117	- Cu0.96 La2 O6 Ti1.04 -	176435
1006128	- La0.875 Mn O3 Sr0.125 -	176435
1006129	- La0.875 Mn O3 Sr0.125 -	176435
1006130	- La0.875 Mn O3 Sr0.125 -	176435
1006131	- La2 Ni O4 -	200099
1006132	- La1.97 Ni O4 Sr0.03 -	200099
1006133	- La1.94 Ni O3.94 Sr0.06 -	200099
1006134	- La1.9 Ni O2.9 Sr0.1 -	200099
1006135	- La1.85 Ni O2.219 Sr0.15 -	200099
1006136	- La1.8 Ni O2.212 Sr0.2 -	200099
1006137	- La1.75 Ni O2.212 Sr0.25 -	200099
1006138	- La1.5 Ni O2.198 Sr0.5 -	200099
1006139	- Nd1.8 Ni O3.7 Sr0.2 -	176435
1006140	- Nd1.8 Ni O3.72 Sr0.2 -	176435
1006141	- La Mn O3 -	248650
1006163	- Ba Co O5 Yb2 -	130149
1006169	- Mn O3 Sm0.75 Sr0.25 -	176435
1006170	- Mn O3 Sm0.75 Sr0.25 -	176435
1006171	- Mn O3 Sm0.75 Sr0.25 -	176435
1006172	- Mn O3 Sm0.75 Sr0.25 -	176435
1006173	- Ca0.03 Cu La1.97 O4 -	176435
1006174	- Ca0.05 Cu La1.95 O4 -	176435
1006175	- Ca0.08 Cu La1.92 O4 -	176435
1006176	- Ca0.1 Cu La1.9 O4 -	176435
1006177	- Ca0.12 Cu La1.88 O4 -	176435
1006178	- Ca0.03 Cu La1.97 O4 -	176435
1006179	- Ca0.05 Cu La1.95 O4 -	176435
1006180	- Ca0.08 Cu La1.92 O4 -	176435
1006181	- Ca0.1 Cu La1.9 O4 -	176435
1006182	- Ca0.12 Cu La1.88 O4 -	176435
1006183	- Ca0.03 Cu La1.97 O4.091 -	176435
1006184	- Ca0.05 Cu La1.95 O4.09 -	176435
1006185	- Ca0.08 Cu La1.92 O4.079 -	176435
1006186	- Ca0.1 Cu La1.9 O4.058 -	176435
1006187	- Ca0.12 Cu La1.88 O4.058 -	176435
1006188	- Ca0.03 Cu La1.97 O4.12 -	176435
1006189	- Ca0.05 Cu La1.95 O4.1 -	176435
1006190	- Ca0.08 Cu La1.92 O4.07 -	176435
1006191	- Ca0.1 Cu La1.9 O4.05 -	176435
1006192	- Ca0.12 Cu La1.88 O4.05 -	176435
1007020	- K3 Mo O8 Re -	130149
1007030	- Ag2 Cr2 O7 -	130149
1007046	- Ca Ge3 Na2 O12 Sn2 -	130149
1007047	- Ca Ge3 Na2 O12 Ti2 -	130149
1007051	- Cu Li O4 V -	130149
1007054	- Ge O4 U -	176729
1007065	- Cu Li O4 V -	130149
1007066	- Li2 Mn3 O8 Zn -	130149
1007067	- Li2 Mn3 O8 Zn -	130149
1007069	- Ge3 Li2 O8 Zn -	130149
1007070	- Co Ge3 Li2 O8 -	130149
1007072	- Ni3 O8 V2 -	130149
1007073	- Ni3 O8 V2 -	130149
1007074	- Co3 O8 V2 -	130149
1007075	- Co3 O8 V2 -	130149
1007078	- Li4 O16 Ti7 -	176729
1007081	- Li3 Nb O4 -	130149
1007090	- Ge Hf O4 -	188424
1007100	- Ag4 O7 V2 -	130149
1007185	- Ga5 Li O8 -	130149
1007234	- Ba2 O8 Si2 Ti -	130149
1007256	- Ge3 O8 Zn2 -	130149
1008002	- Cr2 O6 U -	130149
1008003	- Cr2 O6 U -	130149
1008024	- O7 V4 -	130149
1008025	- O7 V4 -	130149
1008033	- Co3 O8 U2 -	130149
1008036	- Cu O4 W -	130149
1008040	- Cr3 K2 O10 -	130149
1008048	- O7 Ti4 -	130149
1008049	- O7 Ti4 -	130149
1008050	- O7 Ti4 -	130149
1008053	- Fe La O4 Sr -	130149
1008054	- Fe La O4 Sr -	130149
1008057	- Ba Ca Fe4 O8 -	130149
1008066	- Fe O4 U -	130149
1008067	- Cr O4 U -	130149
1008069	- Cr O4 U -	130149
1008070	- Fe0.75 O4 V1.25 -	176435
1008073	- O3 Pd Sr2 -	130149
1008074	- O4 Pd3 Sr -	130149
1008075	- Ca O4 Pd3 -	130149
1008076	- Cd O4 Pd3 -	130149
1008077	- Ca O4 Ti2 -	130149
1008082	- Cr Ni O4 -	130149
1008083	- Cr Mg O4 -	130149
1008084	- Cd Cr O4 -	130149
1008085	- Cd Cr O4 -	130149
1008086	- Cr Mg O4 -	130149
1008088	- Ba Fe2 La2 O7 -	130149
1008089	- Al2 Ba O4 -	130149
1008091	- Fe O3 Tb -	130149
1008092	- Cr O4 Tb -	176729
1008093	- Mn2 O4 Ti -	130149
1008103	- Li Mo2 O8 Y -	130149
1008104	- Co Cr O4 -	130149
1008105	- Cr Ni O4 -	130149
1008116	- Fe O4 U -	130149
1008119	- Cu0.8 O Pt0.2 -	176435
1008121	- Fe6.5 O35 V11.5 -	130149
1008124	- Al2 Ca4 Fe2 O10 -	130149
1008125	- Mn O4 Sr2 -	130149
1008130	- K O4 Ru -	176729
1008131	- Mn O4 U -	130149
1008132	- Co O4 U -	130149
1008133	- Cr O4 Pr -	176729
1008134	- Cr Nd O4 -	176729
1008135	- Cr Eu O4 -	176729
1008136	- Cr Gd O4 -	176729
1008137	- Cr O4 Tb -	176729
1008138	- Cr Dy O4 -	176729
1008139	- Cr Ho O4 -	176729
1008140	- Cr Er O4 -	176729
1008141	- Cr O4 Yb -	176729
1008142	- Cr Lu O4 -	176729
1008143	- Cr O4 Y -	176729
1008146	- Ca O4 V2 -	130149
1008147	- Fe5 Gd3 O12 -	130149
1008152	- Co Cu O2 -	176729
1008153	- Ca O4 Ti2 -	130149
1008154	- Cr Dy O3 -	130149
1008155	- La2 O5 Ti -	130149
1008158	- Mn O4 U -	130149
1008159	- Cr Er O3 -	130149
1008160	- Cr Nd O3 -	130149
1008161	- Li O2 Rh -	176729
1008162	- Cu O2 Rh -	176729
1008163	- O8 Pb3 V2 -	200138
1008164	- O8 Pb3 V2 -	200138
1008165	- Fe O8 V3 -	130149
1008166	- Al Li O2 -	189455
1008169	- Ba Cr2 O7 -	200141
1008179	- Cs3 Mn3 O16 V4 -	130149
1008180	- Ca Cu3 O12 Ti4 -	130149
1008181	- Cu3 O12 Tb0.71 Ti4 -	176435
1008185	- La2 O5 Ti -	130149
1008191	- Fe Na O2 -	200139
1008192	- Cu3 Mn4 O12 Th -	130149
1008194	- Cd Mo3 O16 Y4 -	176729
1008195	- O11 Ti6 -	130149
1008196	- O13 Ti7 -	130149
1008197	- O15 Ti8 -	130149
1008198	- O17 Ti9 -	130149
1008199	- Li2 O3 Sn -	130149
1008200	- Li2 O3 Zr -	130149
1008201	- O11 Ti6 -	130149
1008210	- Ba Fe4 O11 Ti2 -	130149
1008215	- Co4 Nb2 O9 -	130149
1008216	- Mn4 Nb2 O9 -	130149
1008219	- Cu3 Mn4 O12 Y -	130149
1008220	- Cu3 Mn4 O12 Y -	130149
1008238	- Li O8 Ta3 -	176729
1008239	- Li0.88 O8 Ta3 -	176435
1008249	- La0.5 Mn O4 Sr1.5 -	176435
1008250	- La0.5 Mn O4 Sr1.5 -	176435
1008251	- La0.5 Mn O4 Sr1.5 -	176435
1008252	- Fe2 O Ti4 -	176729
1008253	- D2.219 Fe2 O0.95 Ti4 -	176435
1008254	- Mo O6 Rh2 -	130149
1008258	- Co La O4 Sr -	130149
1008259	- Co La O4 Sr -	130149
1008260	- Co La O4 Sr -	130149
1008261	- Co La O4 Sr -	130149
1008262	- Co La O4 Sr -	130149
1008263	- Co La O4 Sr -	130149
1008264	- Co La O4 Sr -	130149
1008267	- Ca Mn7 O12 -	176729
1008280	- Nb4 O12 U -	188422
1008281	- Nb2 O6 U0.5 -	176435
1008282	- Mg2 O4 Pt -	176729
1008283	- O4 Pt Zn2 -	176729
1008322	- K1.33 Mn8 O16 -	130149
1008326	- Ba Fe12 O19 -	130149
1008327	- Ba Fe12 O19 -	130149
1008328	- Ba Fe12 O19 -	130149
1008329	- Ba Fe16 Mg2 O27 -	130149
1008330	- Ba Co2 Fe16 O27 -	130149
1008345	- Ba Co1.8 Fe16.2 O27 -	130149
1008346	- Ba Co1.883 Fe16.12 O27 -	130149
1008351	- Ba2 Cu3 O6.8 Y -	130149
1008352	- Ba2 Cu3 O6.8 Y -	130149
1008353	- Ba2 Cu3 O7 Y -	130149
1008354	- Ba2 Cu3 O7 Y -	130149
1008355	- Ba2.1 Cu3 O6 Y0.9 -	176435
1008356	- Fe Nb2 O6 -	130149
1008369	- Ba4 Cu7 O14.3 Y2 -	130149
1008373	- Li2 Mn O3 -	130149
1008382	- Ba2 Cu3 O6.91 Y -	130149
1008383	- Ba2 Cu3 O6.91 Y -	130149
1008384	- Ba2 Cu3 O6.91 Y -	130149
1008385	- Ba2 Cu3 O6.91 Y -	130149
1008386	- Ba2 Cu3 O6.91 Y -	130149
1008387	- Ba2 Cu3 O6.91 Y -	130149
1008388	- Ba2 Cu3 O6.91 Y -	130149
1008389	- Ba2 Cu3 O6.91 Y -	130149
1008390	- Ba2 Cu3 O6.91 Y -	130149
1008391	- Ba2 Cu3 O6.91 Y -	130149
1008392	- Ba2 Cu3 O6.91 Y -	130149
1008393	- Ba2 Cu3 O6.91 Y -	130149
1008394	- Ba2 Cu3 O6.91 Y -	130149
1008395	- Ba2 Cu3 O6.91 Y -	130149
1008396	- Ba2 Cu3 O6.91 Y -	130149
1008397	- Ba2 Cu3 O6.91 Y -	130149
1008398	- Ba2 Cu3 O6.91 Y -	130149
1008399	- Ba2 Cu3 O6.91 Y -	130149
1008400	- Ba2 Cu3 O6.91 Y -	130149
1008401	- Ba2 Cu3 O6.91 Y -	130149
1008402	- Ba2 Cu3 O6.91 Y -	130149
1008403	- Ba2 Cu3 O6.91 Y -	130149
1008404	- Ba2 Cu3 O6.91 Y -	130149
1008405	- Ba2 Cu3 O6.91 Y -	130149
1008406	- Ba2 Cu3 O6.91 Y -	130149
1008407	- Ba2 Cu3 O6.91 Y -	130149
1008408	- Ba2 Cu3 O6.91 Y -	130149
1008409	- Ba2 Cu3 O6.91 Y -	130149
1008410	- Ba2 Cu3 O6.91 Y -	130149
1008411	- Ba2 Cu3 O6.91 Y -	130149
1008412	- Ba2 Cu3 O6.91 Y -	130149
1008413	- Ba2 Cu3 O6.91 Y -	130149
1008414	- Ba2 Cu3 O6.86 Y -	130149
1008415	- Ba2 Cu3 O6.86 Y -	130149
1008416	- Ba2 Cu3 O6.86 Y -	130149
1008417	- Ba2 Cu3 O6.86 Y -	130149
1008418	- Ba2 Cu3 O6.86 Y -	130149
1008419	- Ba2 Cu3 O6.86 Y -	130149
1008420	- Ba2 Cu3 O6.86 Y -	130149
1008421	- Ba2 Cu3 O6.86 Y -	130149
1008422	- Ba2 Cu3 O6.86 Y -	130149
1008423	- Ba2 Cu3 O6.86 Y -	130149
1008426	- Ba2 Cu2.77 Fe0.23 O7.13 Y -	176435
1008434	- Ba Co Fe6 O11 -	176729
1008437	- Fe10.99 Na2.4 O16.03 -	176729
1008439	- Fe15.9 Mn1.44 O27 Sr Zn0.66 -	176435
1008448	- Ba2 Cu4 O8.06 Y -	130149
1008450	- Al6 O18 Sr9 -	130149
1008460	- Ba Er2 Ni O5 -	130149
1008477	- O4 Sr2 V -	130149
1008481	- Cu La1.85 O4 Sr0.15 -	176435
1008490	- Au0.099 Ba2 Cu2.901 O6.5 Y -	176435
1008498	- Cu O6 Pt Sr3 -	130149
1008505	- Ba0.99 Fe6.02 O11 Zn0.94 -	176435
1008506	- Ba0.7 Fe6.16 O11 Sr0.27 Zn0.83 -	176435
1008507	- Ba0.49 Fe6.13 O11 Sr0.47 Zn0.84 -	176435
1008508	- Ba0.28 Fe6.07 O11 Sr0.67 Zn0.88 -	176435
1008513	- Cs1.062 O16 Ti8 -	176729
1008514	- Cs1.1 O16 Ti8 -	130149
1008515	- O9 V5 -	130149
1008536	- O9 V5 -	130149
1008541	- Cu La2 O4 -	130149
1008542	- Cu La2 O4.178 -	130149
1008554	- Al0.58 Ba1.47 Ca0.53 Cu2.42 La O6.68 -	176435
1008555	- Ba Ca0.49 Cu2.8 La1.51 O6.48 Pt0.2 -	176435
1008556	- D1.64 Mo O3 -	130149
1008561	- Fe2 Li0.87 O3 -	182025
1008572	- Cu La2 O4 -	130149
1008573	- Cu La2 O4.024 -	130149
1008594	- Ba2 Cu1.06 O6 Tl1.94 -	130149
1008595	- Li0.93 O4 Ti2 -	176435
1008596	- Li0.89 O4 Ti2 -	176435
1008597	- Li0.86 O4 Ti2 -	176435
1008628	- Fe5 O12 Y3 -	130149
1008633	- Cu3 Nd O12 Ru4 -	130149
1008636	- Fe21.34 Li9.28 O32 -	189456
1008637	- Fe21.33 Li9.07 O32 -	189456
1008638	- Ba2 Cu3 O6.9 Pr -	130149
1008639	- Ba2 Cu3 O6.98 Pr -	130149
1008640	- Ba2 Cu3 O7.5 Pr -	130149
1008643	- La2 Ni O4.24 -	130149
1008644	- La O3 V -	130149
1008645	- La O3 V -	130149
1008646	- La O3 V -	130149
1008647	- La O3 V -	130149
1008649	- Ba2 Cu3 O6.877 Y -	130149
1008651	- Ba0.99 Fe6.295 Mg0.705 O11 -	176435
1008659	- O4 Ru Sr2 -	130149
1008660	- O4 Ru Sr2 -	130149
1008661	- Ir O4 Sr2 -	176729
1008662	- Ir O4 Sr2 -	176729
1008664	- Cr O4 Sm -	176729
1008667	- Ba2 Co0.345 Cu2.655 O7.29 Y -	176435
1008668	- Ba2 Co0.57 Cu2.43 O7.34 Y -	176435
1008669	- Ba2 Co0.38 Cu2.62 O6.91 Y -	176435
1008670	- Ba2 Co0.554 Cu2.446 O7.12 Y -	176435
1008671	- Li Nb O2 -	130149
1008672	- Li0.795 Nb O2 -	176435
1008674	- Ba2 Ca2 Cu3 Hg0.692 O8.6 -	176435
1008675	- Ba2 Cu Hg0.96 O4.34 -	176435
1008676	- Ba2 Cu Hg0.98 O4.34 -	176435
1008690	- Ba0.98 Fe5.905 O11 Zn0.94 -	176435
1008691	- Ba0.96 Co0.985 Fe6.015 O11 -	176435
1008696	- Ba2 Cu3 O6.5 Y -	130149
1008697	- O24 Ti7.24 Zr4.76 -	130149
1008702	- Cu0.375 Nd1.625 O6.625 Ru2 -	176435
1008703	- Ba0.65 Ga10.8 O16.84 -	200092
1008706	- Ba2 Cu3 O6.072 Y -	130149
1008712	- Ba12 Fe29.28 O84 Ti13.72 -	130149
1008713	- Ca0.27 Cu2.969 O7.73 Pb2 Sr1.968 Y0.73 -	176435
1008723	- Ba2 Cu Hg O4.12 -	130149
1008724	- Al Ca2 Fe O5 -	130149
1008743	- Ca5 Ge3 O11 -	130149
1008744	- Ca Ge O3 -	130149
1008745	- Mn Nb O6 Ta -	130149
1008748	- D2 O -	202026
1008749	- D2 O -	201954
1008752	- Fe2 Mo3 O8 -	130149
1008753	- Al4 K Na3 O16 Si4 -	130149
1008754	- Al4 K Na3 O16 Si4 -	130149
1008755	- Al2 O5 Si -	130149
1008757	- Al1.52 Ca0.52 Na0.48 O8 Si2.48 -	176435
1008759	- Al2 O5 Si -	130149
1008761	- Al Na O4 Si -	130149
1008764	- Ba Fe16 Mg2 O27 -	130149
1008771	- Au0.17 Ba2 Ca2 Cu3 Hg0.69 O8.3 -	176435
1008777	- Ca2 Fe2 O5 -	130149
1008778	- Ca2 Fe2 O5 -	130149
1008779	- O4 Sc V -	176729
1008788	- Cu3 Fe Nd O12 Ti3 -	130149
1008790	- O2 Ti0.5 Zr0.5 -	176435
1008791	- Li1.03 O4 Ti2 -	176729
1008792	- Li0.89 O4 Ti2 -	176435
1008793	- Li0.75 O4 Ti2 -	176435
1008804	- Ba Fe6.06 O11 Zn0.94 -	176435
1008805	- O7 Si2 Sm2 -	130149
1008809	- Co14.86 Ge8 Mg9.14 O40 -	130149
1008810	- Co7.25 Ge5 Mg6.75 O24 -	130149
1008811	- Ge5 Mg11 Ni3 O24 -	130149
1008813	- Ba1.2 Mg1.2 O16 Ti6.8 -	188424
1008814	- Au Ba2 Ca0.3 Cu2 O7 Y0.7 -	176435
1008818	- Au Ba2 Ca0.3 Cu2 O7 Y0.7 -	176435
1008819	- Ba2 Cu Hg O4.34 -	206899
1008820	- Ba2 Cu Hg O4.27 -	206899
1008821	- Ba2 Cu Hg O4.01 -	206899
1008822	- Ba2 Cu Hg O4.27 -	206899
1008823	- Ba2 Cu Hg O4.24 -	206899
1008824	- Ba2 Cu Hg O4.31 -	206899
1008828	- Fe1.78 Ge2.11 Mg0.11 O9 Pb2 -	176435
1008829	- Fe Ge3 K O8 -	130149
1008831	- Nd4 O11 Re2 -	176729
1008832	- Fe2 O7 Sr Tb2 -	130149
1008835	- Al2 B2 Ni4 O10 -	130149
1008838	- Fe1.15 Ga0.85 O3 -	176435
1008839	- Ga Li O4 Ti -	130149
1008841	- Ba Fe12 O19 -	130149
1008855	- Fe12 O19 Sr -	130149
1008856	- Fe12 O19 Sr -	130149
1008857	- Ba2 Cu2.78 O7 Y -	130149
1008863	- Ba2 Ca2 Cu3 Hg O8.16 -	130149
1008864	- Ba2 Ca2 Cu3 Hg O8.16 -	130149
1008865	- Ba2 Ca2 Cu3 Hg O8.16 -	130149
1008868	- Fe10.1 K0.6 Na1.3 O17 Zn0.9 -	176435
1008882	- Na O3 -	130149
1008902	- Co3 O8 U2 -	130149
1008903	- Co3 O8 U2 -	130149
1008904	- Co3 O8 U2 -	130149
1008912	- O6 V2 W -	130149
1008913	- O6 V2 W -	130149
1008915	- Lu Mn O3 -	130149
1008923	- Al O3 Y -	130149
1008924	- Mn4 Nb2 O9 -	130149
1008925	- Co4 Nb2 O9 -	130149
1008926	- Gd Li O2 -	130149
1008927	- Fe Na O2 -	200088
1008928	- O3 Sc2 -	202026
1008929	- Cu Fe O2 -	176729
1008930	- Co4 Nb2 O9 -	130149
1008931	- Mn4 Nb2 O9 -	130149
1008935	- O2 Pt -	201954
1008939	- Fe Nd O4 Sr -	130149
1008940	- Fe Nd O4 Sr -	130149
1008941	- Li O2 Y -	130149
1008942	- Dy Li O2 -	130149
